Date,Adj Close,Close,High,Low,Open,Volume,SMA_10,SMA_50,RSI,Price_Change,MACD,Signal_Line,BB_Upper,BB_Lower,Target
,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,,,,,,,,,
2001-03-14,0.218046173453331,0.2377600073814392,0.23854200541973114,0.2148440033197403,0.2148440033197403,1351128000,0.20809249877929686,0.20222136065363883,48.59146032380547,0.05671117191079378,0.005422116947607719,0.003983077771503594,0.25486718411039677,0.17558201407600077,1
2001-03-15,0.22879350185394287,0.2494789958000183,0.26556000113487244,0.2432290017604828,0.252344012260437,1875984000,0.21294929832220078,0.20471614062786103,56.095186646169914,0.049289148951691786,0.00784713195175124,0.004755888607553124,0.25940393509689286,0.17612336275753063,0
2001-03-16,0.22783885896205902,0.2484380006790161,0.25520798563957214,0.2382809966802597,0.2455729991197586,1225200000,0.21963549852371217,0.206424480676651,57.31913128994798,-0.0041726764117515636,0.009574604131080022,0.005719631712258503,0.2616303079111277,0.17522519004514822,1
2001-03-19,0.2409733086824417,0.2627600133419037,0.2645829916000366,0.23365899920463562,0.2471349984407425,943896000,0.22757820039987564,0.20804426103830337,64.69582818342946,0.05764823667773644,0.011961421189062793,0.006967989607619362,0.2649391342713095,0.1734006653712534,0
2001-03-20,0.21852393448352814,0.2382809966802597,0.27604201436042786,0.23541699349880219,0.25963500142097473,1990560000,0.23130210041999816,0.20971874088048936,63.80288772868926,-0.09316111820177086,0.01174237999152139,0.007922867684399768,0.2664646787715558,0.1733855204510089,1
2001-03-21,0.2347646802663803,0.25598999857902527,0.26302099227905273,0.23749999701976776,0.2388020008802414,1877352000,0.23518230020999908,0.2114531207084656,64.36870606779244,0.07431982468383169,0.012849634133616727,0.00890822097424316,0.2700120997103743,0.17210379871997308,1
2001-03-22,0.25840792059898376,0.2817710041999817,0.28281301259994507,0.2562499940395355,0.2583329975605011,1697760000,0.24091150015592575,0.21363542079925538,75.28784216291498,0.10071098778883614,0.015627310800079786,0.010252038939410485,0.2782426512773747,0.16772744739692266,0
2001-03-23,0.25601986050605774,0.2791669964790344,0.29218798875808716,0.2651039958000183,0.28697898983955383,1509672000,0.24796880036592484,0.2155260607600212,74.08421315164381,-0.009241574477617753,0.017417737078970125,0.011685178567322412,0.2863353510586442,0.16490824770053014,1
2001-03-26,0.2698715925216675,0.29427099227905273,0.2958329916000366,0.2791669964790344,0.2791669964790344,1542960000,0.25729169994592666,0.21741148054599763,73.74038620324544,0.05410380163312967,0.019826877138170884,0.013313518281492107,0.2972270738110429,0.1613082248940581,0
2001-03-27,0.2600798010826111,0.283594012260437,0.2986980080604553,0.27135398983955383,0.2885420024394989,1702152000,0.2631511017680168,0.21916670083999634,67.39451654332953,-0.03628281515593934,0.020636707813972255,0.014778156187988138,0.30435438490065914,0.16173301452246325,0
2001-03-28,0.26025861501693726,0.2837890088558197,0.29114601016044617,0.2750000059604645,0.2757810056209564,1433280000,0.26775400191545484,0.22123310089111328,66.13561363846985,0.0006875906646561791,0.021051569663716407,0.016032838883133792,0.3090926284815091,0.16675387221324267,0
2001-03-29,0.26413974165916443,0.2880209982395172,0.2979170083999634,0.27552101016044617,0.28131499886512756,1632960000,0.27160820215940473,0.22325394093990325,73.07140538364649,0.014912449924540994,0.02147429454339822,0.017121130015186677,0.31456415232406953,0.16999334815753597,0
2001-03-30,0.24807897210121155,0.2705079913139343,0.2914060056209564,0.26875001192092896,0.28593799471855164,1423176000,0.2738152012228966,0.22420706063508988,69.07421218871629,-0.06080461852652541,0.020163718958847165,0.017729647803918773,0.3140599002754578,0.17939079947115089,0
2001-04-02,0.23763057589530945,0.2591150104999542,0.2763020098209381,0.25572898983955383,0.26979199051856995,1265160000,0.2734507009387016,0.22505082070827484,60.06170574791125,-0.04211698426594035,0.017998286980561246,0.017783375639247267,0.31101062758866665,0.1900182737499106,0
2001-04-03,0.24551092088222504,0.2677080035209656,0.2747400104999542,0.2549479901790619,0.25520798563957214,1991616000,0.2763934016227722,0.22623832076787947,59.05528520839479,0.03316285306833988,0.016782095706024014,0.01758311965260262,0.31006137919697063,0.19763412284579973,0
2001-04-04,0.22019582986831665,0.24010400474071503,0.25807300209999084,0.22421899437904358,0.25755199790000916,3362472000,0.2748048022389412,0.226458360850811,47.41375249223503,-0.10311234037531769,0.013435961947708214,0.016753688111623737,0.3089497967918477,0.2010373056570926,1
2001-04-05,0.2404964566230774,0.2622399926185608,0.26640599966049194,0.24895800650119781,0.25598999857902527,1724760000,0.2728517010807991,0.22714066058397292,53.41056076542057,0.09219333056002177,0.012427064595149806,0.015888363408328953,0.3089516785502321,0.20481152268649272,0
2001-04-06,0.23954084515571594,0.2611980140209198,0.2750000059604645,0.2544269859790802,0.2588540017604828,1547664000,0.2710548028349876,0.22826046079397203,49.58690804629227,-0.003973377924688215,0.011411878181850355,0.014993066363033235,0.30636481069196175,0.2126587925089507,0
2001-04-09,0.22789569199085236,0.2485000044107437,0.272707998752594,0.24437500536441803,0.26625001430511475,1097160000,0.26647770404815674,0.22899608075618744,52.88215082605692,-0.048614495243287315,0.009473507681936721,0.013889154626813933,0.30032029304158037,0.22344911095250308,1
2001-04-10,0.24940858781337738,0.27195799350738525,0.2800000011920929,0.25212499499320984,0.2544580101966858,1186416000,0.26531410217285156,0.23018004059791564,54.362126951794075,0.09439834478983755,0.009718173711856903,0.013054958443822528,0.2987148978551039,0.2297503060857645,1
2001-04-11,0.264464408159256,0.28837499022483826,0.2991670072078705,0.28041699528694153,0.28870800137519836,1426872000,0.2657727003097534,0.2315985804796219,51.90134782018515,0.06036592822930653,0.011108733174732377,0.012665713390004498,0.30048621322177216,0.23304048900343613,0
2001-04-12,0.2684382200241089,0.29270800948143005,0.3052079975605011,0.2776249945163727,0.2830420136451721,1440264000,0.2662414014339447,0.23315066069364548,53.8601496582064,0.01502564162451625,0.012417261547314706,0.01261602302146654,0.30351347735468237,0.23433612623866706,0
2001-04-16,0.26190391182899475,0.2855829894542694,0.2935419976711273,0.280333012342453,0.2874999940395355,764112000,0.26774890124797823,0.23453810036182404,47.40526425502092,-0.024341732362512136,0.012732576919139149,0.012639333801001063,0.30472189570214914,0.23684220676872567,1
